00433529-a	alĕtuh	malĕtuh
00502180-a	kontu
00502180-a	mapĕḍak
00506299-a	harimbawā
00507292-a	agulo
00529266-a	ajum
00529657-a	ajum
00540977-a	kasuwur
00540977-a	kawrā
00542099-a	asasah	anasah
00542099-a	kasuwur
00542099-a	kawrā
00589344-a	kahiriṅ manahnya
00638981-a	harimbawā
00686573-a	awigih
00703109-a	apĕsĕh
00788821-a	anukūla
00807399-a	rūkṣa
00830051-a	widagdha
00850552-a	ādi	adi
00900071-a	guhya
00911327-a	agarihul
00911327-a	biṣama
00939444-a	guhya
00950465-a	guhya
01023289-a	akas	makas
01023706-a	akukuṅ
01053634-a	apĕṅuk
01053634-a	bacin	abacin
01053634-a	durgandha
01061310-a	aṅguṅ	maṅguṅ
01070002-a	rūkṣa
01113807-a	akumĕd
01133017-a	agĕlĕh
01133017-a	niṣṭa	niṣṭha
01136248-a	apurik
01139352-a	araṅin
01140290-a	alĕmĕs
01152620-a	akas	makas
01174565-a	emö
01179767-a	sura
01185916-a	aganal
01205473-a	ucca
01225294-a	cora
01230387-a	asĕpi
01252566-a	añĕp
01364817-a	asĕpi
01374183-a	paruṣa
01375831-a	lumrah
01459755-a	alindi
01459949-a	alindi
01462324-a	kinasih
01479181-a	janmāntarapuruṣa
01528730-a	jātirūpa
01552885-a	akidik
01560320-a	akalis
01561771-a	aṅguṅ	maṅguṅ
01574446-a	diwya	dibya
01576071-a	diwya	dibya
01589650-a	cūta	cūtta
01608997-a	aṅĕnĕs
01610261-a	aṅĕnĕs
01612053-a	anukūla
01627049-a	apĕṅuk
01669246-a	kapĕṅa-pĕṅa
01676026-a	lĕwĕs
01711465-a	akiyu
01765643-a	wismaya
01767207-a	nirākula
01805889-a	cala
01806106-a	cala-cala	cala-calan, acala-calan
01807799-a	alindi
01808671-a	mārdawa
01809019-a	manāsika
01827535-a	aliṅsĕm
01847515-a	sarwaga
01847515-a	sarwagata
01893510-a	prahwa
01950857-a	apyak
01986260-a	akalis
02035765-a	mapacāra
02036077-a	kala
02036077-a	kalana
02071301-a	kalen
02089514-a	guhya
02107162-a	akalis
02123475-a	binĕcik
02141298-a	wiṣkṛta
02186338-a	sa-eka
02186338-a	sasiki
02186338-a	satuṅgal
02186338-a	sawiji
02186338-a	siji
02186470-a	alih
02186470-a	alih siki
02186470-a	dwi
02186470-a	ro
02186470-a	roro
02186470-a	rwa
02186470-a	rwaṅ siki
02186580-a	tĕlu
02186580-a	tiga
02186580-a	tigaṅ siki
02186580-a	tri
02186580-a	trīṇi
02186665-a	catur
02186665-a	catwāri
02186665-a	pad
02186665-a	papat
02186665-a	pat	pāt
02186665-a	pataṅ siki
02186750-a	gaṅsal
02186750-a	lima	lilima
02186750-a	limaṅ siki
02186750-a	pañca
02186833-a	nĕm	ĕnĕm
02186833-a	ṣaḍ	ṣat
02186970-a	pitu
02186970-a	sapta
02187073-a	aṣṭa
02187073-a	ḍolapan
02187073-a	dwalapan
02187073-a	wwalu	wolu
02187161-a	nawa
02187161-a	saṅa
02187296-a	daśa
02187379-a	ekādaśa
02187379-a	sawĕlas
02187465-a	dwādaśa
02187465-a	kalihwĕlas
02187465-a	rwawĕlas	rowĕlas
02187606-a	tigawĕlas
02187606-a	trayodaśa
02187606-a	tridaśa
02187699-a	caturdaśa
02187699-a	padbĕlas
02187699-a	patbĕlas
02187793-a	gaṅsalwĕlas
02187793-a	limawĕlas
02187903-a	nĕmbĕlas
02187903-a	ṣoḍaśa
02188205-a	saṅawĕlas
02188317-a	rwaṅpuluh
02188317-a	wiṅśati
02188431-a	ekawiṅśat
02188431-a	salikur
02188525-a	dwāwiṅśat
02188620-a	tigalikur
02188720-a	caturwiṅśa
02188720-a	catwariwiṅśa
02188720-a	padlikur
02188817-a	dwidaśapañca
02188817-a	limalikur
02188817-a	pañcawiṅśa
02188913-a	nĕmlikur
02189008-a	saptawiṅśa
02189108-a	wwalulikur
02189306-a	triṅśa
02189306-a	triṅśat
02192184-a	ṣaṣṭi
02198752-a	sahasra
02202443-a	caturtha
02202443-a	caturthī
02202443-a	kapiṅ pat
02203868-a	caturdaśa
02226162-a	atidakṣa
02226162-a	kinawih
02226162-a	widagdha
02230990-a	aganal
02240006-a	agarihul
02242798-a	kuḍisĕn
02263982-a	aṅgorowok
02281938-a	luhya
02293592-a	ariñca-riñcuṅ
02293592-a	riñcuṅ
02339120-a	ādi	adi
02347086-a	kaluṣa
02387413-a	atĕṇḍĕk
02428610-a	bris
02455845-a	hewa	ewa
02457167-a	manāsika
02569454-a	sarwajña
02569454-a	sarwajñāna
02582873-a	gugus	agugus
02684971-a	sura
02964782-a	cina
00033615-n	parimāṇa
00070363-n	alihaṅan	aliyaṅ
00117959-n	kĕḍep
00120202-n	lumpat
00138221-n	arĕk
00257770-n	dus
00283568-n	alaku-laku	malaku-laku, alalaku
00283568-n	cara
00383606-n	bheda
00397953-n	bheda
00404959-n	lĕṅkĕr	lĕṅkĕran
00417397-n	āliṅgana
00417397-n	hol	ol
00428270-n	igĕl
00621627-n	prayāsa
00736375-n	droha
00810598-n	ādhāraṇa
00845523-n	aṅgulipraweśa
00845523-n	bandhawinodyana
00845523-n	maithuna
00845523-n	rajasmara
00847340-n	mithuna-saṅgama
00847340-n	saṅgamarasa
00847340-n	suratasaṅgama
01010458-n	anukrama
01017320-n	ādhāraṇa
01028655-n	sewa
01041498-n	bantĕn	babantĕn
01041498-n	caru
01043693-n	āśiḥ
01043693-n	āśīrwāda
01043693-n	kawarṣājñan
01049266-n	lĕlĕbon
01160342-n	śikṣā
01326015-n	kuñcir
01579028-n	ḍaṅḍaṅ
01579028-n	gāgā
01579028-n	gagak	gāgak
01579028-n	kāka
01579028-n	nīlapakṣi
01579028-n	walā
01579028-n	wāyasa
01579260-n	nīlapakṣi
01674990-n	tĕkyak
01677366-n	godheya
01677366-n	wayawak
01694709-n	wayawak
01697178-n	buhaya	bwaya, wuhaya
01697178-n	graha
01697178-n	grawati
01697178-n	uwaya
01697178-n	wuhaya
01770393-n	kala
01770393-n	marcika
01806143-n	mañura
01806143-n	mayūra
01806143-n	mrak
01806567-n	poyuh
01806567-n	wartaka
01819115-n	kakatu
01846331-n	aṇḍah
01846331-n	bebek
01882125-n	kapkapan
01882125-n	walaṅkapa
01887623-n	andaka
01887896-n	pĕḍet
01922303-n	krimi	krĕmi
01937909-n	lintah
01937909-n	litah
01960459-n	tirĕm
01976957-n	hayuyu	yuyu
01976957-n	kapiṭiṅ
01976957-n	rakaṭa
01976957-n	wiḍĕṅ
02115096-n	jambuka
02115096-n	sambuka
02115096-n	śṛgāla
02115096-n	śṛṅgāla
02115335-n	śṛgāla
02115335-n	śṛṅgāla
02140049-n	kalwaṅ	kaloṅ
02140049-n	wuntirah
02152991-n	burwan
02183857-n	krimi	krĕmi
02236355-n	matkuṇa
02236896-n	matkuṇa
02312175-n	krimi	krĕmi
02312175-n	siṅgat
02312744-n	huruṅ
02346627-n	laṇḍak
02346627-n	salya	sasalya
02389346-n	gardabha
02389559-n	gardabha
02389559-n	khara
02391994-n	gaṇḍaka
02391994-n	warak
02395694-n	bĕñcit
02403003-n	sapi
02407959-n	lulāya
02407959-n	serabha
02407959-n	wahisa
02430559-n	mateya
02437136-n	konta
02437136-n	onta
02437136-n	oṣṭra	hoṣṭra, koṣṭra, ṅoṣṭra
02437136-n	uṣṭra
02824448-n	gĕnṭa
02824448-n	ghaṇṭa	ghaṇṭā, ghĕṇṭa
02897820-n	aśmawiṣṭaka
02897820-n	iṣṭakā
02897820-n	wiṣṭaka
02913152-n	gĕḍoṅ
03065424-n	huwĕl
03122748-n	kukub
03123809-n	kaṇḍaṅ
03157348-n	bĕṇḍe
03157348-n	tāla
03160309-n	tambak
03177349-n	kalyan
03262349-n	goṇḍala
03262349-n	guṇḍala
03262349-n	karṇaweṣṭa	karṇaweṣṭana
03330947-n	pāśa
03338143-n	apus-apus
03417345-n	kubwan	kubon
03502042-n	bĕlĕṅkĕr
03560161-n	arca
03829563-n	apus-apus
03829563-n	pāśa
03878294-n	ḍampa
03878294-n	jampana
03907227-n	kaṇḍaṅ
03911866-n	patāka
03967562-n	ruruku
03967562-n	wuluku
04060904-n	nidhāna
04123740-n	palana
04133789-n	darupa
04133789-n	tarumpah
04148054-n	guntiṅ
04148054-n	kartra
04166436-n	ḍampa
04166436-n	jampana
04191595-n	huruṅ
04241394-n	tarumpah
04270891-n	śakti
04275363-n	antih-antihan
04301140-n	dhwaja
04301140-n	patāka
04477825-n	kalyan
04482975-n	triśūla
04627000-n	sneha
04635953-n	ṅlih	ṅĕlih
04655929-n	prīti
04685396-n	mādhurya
04685840-n	pĕkik
04685840-n	wagus	bagus
04748836-n	dudū
04748836-n	pabheda
04748836-n	palenan
04748836-n	papahyan	papahiyan
04787154-n	iraṅ
04827957-n	kapāpan
04838727-n	hĕṅkara
04954683-n	kram	kram-kram
04954683-n	lurak
05032565-n	kral
05058140-n	kalāghawan
05091194-n	sikut
05093581-n	sikut
05098942-n	parimāṇa
05137165-n	ḍuhur
05162642-n	kakuraṅ
05162642-n	katiwasan
05249636-n	leṅleṅan
05263587-n	soṅot
05404336-n	reta
05404336-n	śukra
05415815-n	rĕhak
05416198-n	ilū
05457469-n	śukra
05514081-n	pastha
05514081-n	upastha
05517406-n	koṇṭol
05517406-n	wuṅsilan
05524615-n	wṛṣaṇa
05526384-n	mañal
05560787-n	batis
05563770-n	bāhudaṇḍa
05574332-n	wĕtis
05642815-n	kalāghawan
05642815-n	kalagutan
05714466-n	gandha
05715283-n	rasa
05748285-n	bheda
05752544-n	śikṣā
05761918-n	abhijñāna
05829782-n	modita
05867413-n	bĕlahan
05922175-n	santĕn
06185955-n	upadeśa
06332364-n	kartā
06709692-n	dūṣaṇa
06709998-n	dūṣaṇa
06711855-n	tutuh
06712833-n	ākrośa
06713512-n	dūṣaṇa
06780882-n	narma
06780882-n	siwo
06785223-n	caṅkriman
06785223-n	saṅkiriman
06786629-n	upadeśa
07048000-n	gīta
07048000-n	kiduṅ
07109730-n	wacana
07123012-n	giyak
07130050-n	wacana
07142365-n	bawarasa
07142365-n	gonita
07142365-n	wicāra
07189130-n	prārthana
07189411-n	āśiḥ
07189411-n	āśīrwāda
07233996-n	śāpa
07286368-n	nimitta
07351612-n	iṅĕh
07396945-n	kĕṇṭoṅ
07496463-n	kalara
07501545-n	dulĕg
07501545-n	lĕmĕh	lĕmah
07502669-n	dulĕg
07522729-n	iraṅ
07523180-n	hrīh
07543288-n	sneha
07544647-n	prīti
07544647-n	sneha
07574504-n	larih
07675156-n	lĕṅa
07675156-n	tela	taila
07719437-n	aṅkura
07753592-n	gĕḍaṅ
07753592-n	pisaṅ
07753592-n	puntī	punti
07764630-n	asĕm
07764630-n	kamal
07764630-n	kamalagi
07768694-n	dālima	dalima
07803093-n	yawa
07804323-n	nasi
07804323-n	sĕga
07804323-n	sĕkul
07804900-n	pari
07815588-n	mirica
07815588-n	sahaṅ
07818277-n	jasun
07821919-n	jĕne
07821919-n	kunir
07821919-n	kuñit
07874780-n	bubur
08182716-n	kalyan
08214272-n	paṅkti
08429167-n	pariwāra
08429167-n	pariwṛta	ariwṛtta, pariwarta
08613345-n	wawayaṅan	wayaṅ-wayaṅan
08657887-n	ādhāra
08686658-n	karkaṭa
08687345-n	mṛcchika
08687345-n	wṛścika
08723006-n	cina
08723006-n	Tatar
09213565-n	lalasta	lasta
09213565-n	nadītaṭa
09213565-n	nadītīra
09213565-n	tatpāra
09217230-n	pasisi
09243906-n	lĕtoṅ
09243906-n	papuṅ
09286630-n	gaṅgāprawāha
09290444-n	lurah
09304750-n	aṅluwaṅ
09376198-n	sindhu
09393605-n	ayun	hayun
09405787-n	juraṅ
09405787-n	lurah
09405787-n	paruṅ
09410928-n	chinna
09426788-n	arṇawa
09426788-n	ernawa
09426788-n	lahutan
09426788-n	lod
09426788-n	sindhu
09433442-n	pasisi
09470762-n	śukra
09528727-n	ardhanārīśwara
09528727-n	Girīśa
09528727-n	Gorīpati
09528727-n	nārīśwara
09529999-n	Hari
09529999-n	Harimūrtidewa
09529999-n	narahari
09529999-n	narasiṅha
09529999-n	Śori
09673916-n	drawiḍa
09733707-n	kĕmir
09758173-n	muni
09760609-n	batur
09767197-n	kartā
09941383-n	balānana
09941964-n	balānana
09993040-n	mantu
10004804-n	pariwāra
10040344-n	bāmana
10040344-n	cabwal	cabol, cabuwal
10040344-n	wĕl
10040344-n	wwal
10040344-n	wyĕl
10048218-n	buyut
10052694-n	cāraka
10100124-n	pariwāra
10136615-n	naṇḍithama
10145340-n	buyut
10145340-n	puyut
10145340-n	yuyut
10145682-n	buyut
10145682-n	prapita
10145682-n	puyut
10145682-n	yuyut
10172080-n	janmāntarapuruṣa
10193967-n	swāmi	swāmī
10284064-n	kartā
10317007-n	balānana
10371450-n	bhaṭamantri
10371450-n	bhaṭawīramantri
10371450-n	bhṛtyamantri
10388440-n	gusti
10388440-n	swāmi	swāmī
10388732-n	adhyastha
10485440-n	gaṇikā
10485440-n	sundĕl
10519126-n	muni
10534586-n	cora
10624915-n	mantu
10707804-n	cora
11675537-n	hrĕbuk	hṛbuk, rĕbuk
11675537-n	saḍĕk
11675537-n	santĕn
11717399-n	kambala
11717399-n	paṅkeruha
11717399-n	ranupadma
11717399-n	tuñjuṅ
11773987-n	kañiri
12123244-n	yawa
12132502-n	ikṣu
12132502-n	tĕbu
12136392-n	hwi
12136392-n	pañjalin
12147226-n	priṅ
12147226-n	waṅśa
12147226-n	wirada
12147539-n	priṅ
12147539-n	waṅśa
12147539-n	wirada
12306717-n	mĕnur
12345280-n	dālima	dalima
12352287-n	gĕḍaṅ
12352287-n	pisaṅ
12352287-n	puntī	punti
12356395-n	jĕne
12356395-n	kunir
12356395-n	kuñit
12434775-n	jasun
12501202-n	amla
12501202-n	asĕm
12501202-n	kamal
12501202-n	kamalagi
12735160-n	candana
12874783-n	lĕṅa
12900462-n	mirica
12900462-n	sahaṅ
12916511-n	jati
13149506-n	mirica
13149506-n	sahaṅ
13163991-n	pallawa
13164763-n	pallawa
13165086-n	pallawa
13366912-n	kalyan
13366912-n	nidhāna
13372403-n	muktā
13372403-n	mutya
13372403-n	mutyahāra	mutyara, mutĕara
13653461-n	aṅguli
13742573-n	sa-eka
13742573-n	sasiki
13742573-n	satuṅgal
13742573-n	sawiji
13742573-n	siji
13743269-n	alih
13743269-n	alih siki
13743269-n	dwi
13743269-n	ro
13743269-n	roro
13743269-n	rwa
13743269-n	rwaṅ siki
13744044-n	tĕlu
13744044-n	tiga
13744044-n	tigaṅ siki
13744044-n	tri
13744044-n	trīṇi
13744304-n	catur
13744304-n	catwāri
13744304-n	pad
13744304-n	papat
13744304-n	pat	pāt
13744304-n	pataṅ siki
13744521-n	gaṅsal
13744521-n	lima	lilima
13744521-n	limaṅ siki
13744521-n	pañca
13744722-n	nĕm	ĕnĕm
13744722-n	ṣaḍ	ṣat
13744916-n	pitu
13744916-n	sapta
13745086-n	aṣṭa
13745086-n	ḍolapan
13745086-n	dwalapan
13745086-n	wwalu	wolu
13745270-n	nawa
13745270-n	saṅa
13746512-n	daśa
13746672-n	ekādaśa
13746672-n	sawĕlas
13746785-n	dwādaśa
13746785-n	kalihwĕlas
13746785-n	rwawĕlas	rowĕlas
13747199-n	tigawĕlas
13747199-n	trayodaśa
13747199-n	tridaśa
13747348-n	caturdaśa
13747348-n	padbĕlas
13747348-n	patbĕlas
13747469-n	gaṅsalwĕlas
13747469-n	limawĕlas
13747606-n	nĕmbĕlas
13747606-n	ṣoḍaśa
13747989-n	saṅawĕlas
13748128-n	rwaṅpuluh
13748128-n	wiṅśati
13748246-n	ekawiṅśat
13748246-n	salikur
13748367-n	dwāwiṅśat
13748493-n	tigalikur
13748622-n	caturwiṅśa
13748622-n	catwariwiṅśa
13748622-n	padlikur
13748763-n	dwidaśapañca
13748763-n	limalikur
13748763-n	pañcawiṅśa
13748890-n	nĕmlikur
13749017-n	saptawiṅśa
13749146-n	wwalulikur
13749407-n	triṅśa
13749407-n	triṅśat
13749778-n	ṣaṣṭi
13750415-n	atus
13750844-n	sahasra
13751265-n	lakṣa
13832841-n	gĕneya
13836018-n	nairṛti	nairiti, neriti
13848249-n	caturdaśa
13864965-n	siluk
13875970-n	huwĕl
13897377-n	tĕmbiṅ
13904506-n	siluk
13940456-n	puput
14004572-n	cala	cāla
14004572-n	giṅgaṅ
14136187-n	wuḍug
14254570-n	bulĕr
14326607-n	ṅĕlu
14487184-n	kaluṣa
14487184-n	lĕṅka
14513944-n	pariwāra
14516743-n	lĕtuh
14656219-n	waliraṅ
14656219-n	wariraṅ
15038127-n	rasa
15100644-n	samidha	samiddha
15100644-n	samit
15106271-n	ragi
15164463-n	śukra
15291199-n	puput
77000092-n	wastu
00004722-r	balaka
00008600-r	aṅhiṅ	ṅhiṅ, aṅiṅ
00008600-r	kāwakan
00018043-r	dyastu	dyastun
00027384-r	aṅhiṅ	ṅhiṅ, aṅiṅ
00027384-r	kathamapi
00029367-r	towin
00031899-r	lĕwĕs
00037226-r	siṅgih
00037641-r	siṅgih
00053274-r	eṅgal	meṅgal
00108647-r	maririki
00166608-r	aṅĕnĕs
00180420-r	ganti
00014742-v	aturū	maturū
00014742-v	anidra
00014742-v	asare
00014742-v	kĕnĕp
00018813-v	aṅgatgat
00043480-v	mamukhawāsa	minukhawāsa
00071178-v	anaṅsāra	sumaṅsāra
00075021-v	ambosĕni
00156601-v	awĕwĕh
00177011-v	anawū
00224901-v	aṅlĕsoni
00369864-v	mahatis
00406243-v	amrāyani
00406243-v	aṅajĕṅ
00423702-v	mamucul
00606093-v	ajar-ajar
00788184-v	ajĕmur	jĕmur
00886759-v	asaṅi-saṅi	asasaṅi
00900583-v	manwāgata	sumwāgata
00945255-v	aswādhyāya	maswādhyāya
00965035-v	aśrawaṇa
01140794-v	amañciṅ
01140794-v	amayaṅ
01143838-v	amborosi
01143838-v	mṛgawasa
01150981-v	ajĕmur	jĕmur
01185981-v	akaramyan
01185981-v	akasukhan
01243474-v	amatuk
01243474-v	anisik
01246601-v	aṅikir
01250908-v	añakar
01312371-v	anawū
01348838-v	aṅañciṅ
01387022-v	aṅikir
01507914-v	aṅgutuk
01534147-v	amaliti
01566185-v	aṅjahat	aṅjahatakĕn, jumahatakĕn
01587062-v	ḍumĕpa
01802689-v	anaṅsāra	sumaṅsāra
01803003-v	anaṅsāra	sumaṅsāra
01867697-v	kajumpalik
01867997-v	kaguluṅ	kaguluṅ-guluṅ
01979462-v	anulumpak	tumulumpak
01981436-v	eñcok
01990281-v	mamucul
02025829-v	aṅapiṅi
02025829-v	aṅhapitakĕn
02068413-v	acrĕt
02118242-v	aṅipi	aṅipîpi
02118242-v	anupĕna
02167571-v	amaradūta
02187922-v	malwab-lwab
02210119-v	anampani
02236124-v	anampani
02280869-v	aṅlĕswakĕn
02427103-v	myawasthakĕn
02575723-v	apus-apusan
02587375-v	amraboni
02587375-v	añakradala
02694106-v	aṅhapitakĕn
02764438-v	aṅorob
